model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,car_type
 Yaris,2016,7995,Manual,44214,Petrol,30,58.0,1.3,toyota
 I10,2015,4495,Manual,42910,Petrol,20,60.1,1.0,hyundi
 Yeti,2016,11491,Semi-Auto,15740,Petrol,125,51.4,1.2,skoda
 E Class,2017,22890,Automatic,34934,Diesel,150,61.4,2.0,merc
 A4,2019,38950,Semi-Auto,5484,Diesel,145,44.1,2.0,audi
 B Class,2016,14999,Automatic,15541,Diesel,20,68.9,1.5,merc
 i8,2017,52495,Automatic,17580,Hybrid,0,134.5,1.5,bmw
 Tucson,2016,14200,Manual,18093,Diesel,30,61.7,1.7,hyundi
 IX20,2017,9490,Manual,21354,Petrol,145,50.4,1.4,hyundi
 Auris,2016,9450,Manual,36283,Petrol,125,52.3,1.2,toyota
 E Class,2019,33149,Semi-Auto,5237,Diesel,145,70.6,2.0,merc
 GLC Class,2019,35980,Semi-Auto,4115,Diesel,145,43.5,2.0,merc
 Octavia,2015,9995,Manual,70414,Diesel,125,58.9,2.0,skoda
 Q2,2019,31000,Semi-Auto,1462,Petrol,145,33.2,2.0,audi
 1 Series,2018,17495,Semi-Auto,7700,Petrol,145,36.7,1.5,bmw
 3 Series,2014,14000,Manual,41384,Petrol,200,41.5,2.0,bmw
 Yeti,2016,13995,Manual,8439,Diesel,30,62.8,2.0,skoda
 Fiesta,2013,4998,Manual,79300,Petrol,0,65.7,1.0,ford
 Fiesta,2018,10291,Manual,2515,Petrol,150,65.7,1.0,ford
 Fiesta,2019,15500,Manual,3754,Petrol,145,55.4,1.0,ford
 Ioniq,2019,21695,Automatic,6933,Hybrid,135,78.5,1.6,hyundi
 Karoq,2019,21555,Automatic,4797,Diesel,145,62.8,1.6,skoda
 3 Series,2015,15195,Semi-Auto,56000,Diesel,145,56.5,2.0,bmw
 Yeti Outdoor,2016,15295,Semi-Auto,9826,Petrol,125,51.4,1.2,skoda
 CL Class,2020,54995,Semi-Auto,3500,Petrol,145,33.2,2.0,merc
 Fiesta,2017,10498,Manual,23992,Petrol,20,62.8,1.0,ford
 Yaris,2019,16795,Manual,845,Petrol,145,47.9,1.5,toyota
 A5,2019,30576,Manual,2364,Petrol,145,37.2,2.0,audi
 Fiesta,2019,13998,Manual,9665,Petrol,145,58.9,1.0,ford
 A3,2014,10985,Automatic,10534,Petrol,30,56.5,1.2,audi
 Octavia,2018,12498,Manual,17235,Diesel,150,68.9,1.6,skoda
 A3,2016,15990,Manual,20851,Petrol,30,56.5,1.4,audi
 Q3,2017,16500,Manual,28065,Petrol,125,51.4,1.4,audi
 1 Series,2013,7990,Manual,60000,Diesel,30,65.7,1.6,bmw
 Edge,2017,23499,Automatic,23318,Diesel,145,48.7,2.0,ford
 EcoSport,2019,18999,Automatic,20,Petrol,150,45.6,1.0,ford
 Fabia,2017,8295,Manual,5436,Petrol,150,60.1,1.2,skoda
 Z4,2020,33450,Semi-Auto,5,Petrol,145,38.7,2.0,bmw
 Octavia,2017,12000,Manual,17048,Diesel,20,70.6,2.0,skoda
 Fiesta,2018,15800,Manual,7773,Petrol,145,62.8,1.0,ford
 S-MAX,2017,19299,Manual,19198,Diesel,145,56.5,2.0,ford
 I10,2017,6560,Manual,15628,Petrol,20,60.1,1.0,hyundi
 A6,2017,20498,Semi-Auto,12806,Diesel,145,64.2,2.0,audi
 Yaris,2019,12000,Manual,12034,Petrol,145,47.9,1.5,toyota
 Kuga,2018,16999,Manual,17243,Diesel,145,54.3,1.5,ford
 5 Series,2015,9400,Manual,85725,Diesel,30,65.7,2.0,bmw
 Auris,2017,11999,Manual,22458,Petrol,30,58.9,1.2,toyota
 7 Series,2017,33682,Semi-Auto,6431,Diesel,145,54.3,3.0,bmw
 1 Series,2019,24450,Manual,5793,Petrol,145,41.5,1.5,bmw
 B-MAX,2018,9900,Manual,9621,Diesel,145,74.3,1.5,ford
 M Class,2013,16770,Semi-Auto,41366,Diesel,300,39.2,3.0,merc
 EcoSport,2018,16998,Semi-Auto,7918,Petrol,145,44.1,1.0,ford
 2 Series,2016,9989,Manual,43201,Diesel,20,68.9,2.0,bmw
 A3,2017,17000,Manual,36974,Petrol,30,60.1,1.4,audi
 C Class,2017,19680,Semi-Auto,16852,Diesel,30,64.2,2.1,merc
 S3,2017,25450,Manual,21000,Petrol,145,39.8,2.0,audi
 Fabia,2018,8995,Manual,19000,Petrol,150,64.2,1.0,skoda
 GLC Class,2016,24500,Automatic,20242,Diesel,125,56.5,2.1,merc
 Kona,2018,12810,Manual,10478,Petrol,145,54.3,1.0,hyundi
 TT,2016,16998,Manual,18263,Diesel,30,62.8,2.0,audi
 Fiesta,2017,9500,Manual,8770,Petrol,150,65.7,1.0,ford
 Fabia,2018,10490,Manual,11669,Petrol,145,64.2,1.0,skoda
 Edge,2018,23795,Automatic,23703,Diesel,145,47.9,2.0,ford
 3 Series,2016,14230,Manual,57736,Petrol,145,47.9,2.0,bmw
 Q2,2019,30075,Semi-Auto,5105,Petrol,145,33.2,2.0,audi
 Focus,2016,7480,Manual,62595,Diesel,0,74.3,1.5,ford
 Tucson,2018,12556,Manual,20443,Petrol,145,44.8,1.6,hyundi
 Q3,2016,16100,Manual,16666,Diesel,30,60.1,2.0,audi
 Fiesta,2019,14998,Manual,8389,Petrol,145,60.1,1.0,ford
 Auris,2014,14895,Automatic,23102,Hybrid,0,70.6,1.8,toyota
 E Class,2017,20899,Semi-Auto,29500,Diesel,145,72.4,2.0,merc
 5 Series,2017,27750,Automatic,15899,Diesel,145,57.7,2.0,bmw
 Q5,2020,48895,Automatic,1000,Diesel,145,34.5,3.0,audi
 A Class,2017,15475,Semi-Auto,43436,Diesel,20,74.3,1.5,merc
 EcoSport,2017,8890,Manual,22709,Petrol,145,44.8,1.5,ford
 A3,2017,19490,Semi-Auto,18001,Petrol,150,56.5,1.5,audi
 EcoSport,2018,12895,Manual,9281,Diesel,145,68.9,1.5,ford
 Aygo,2015,5199,Manual,29867,Petrol,0,69.0,1.0,toyota
 Aygo,2015,7990,Automatic,24602,Other,0,67.0,1.0,toyota
 Aygo,2019,8490,Manual,8490,Petrol,145,56.5,1.0,toyota
 Fiesta,2017,10800,Manual,17594,Petrol,145,65.7,1.0,ford
 Focus,2018,19500,Manual,16818,Petrol,145,41.5,2.0,ford
 Auris,2017,11250,Manual,13452,Diesel,145,65.7,1.6,toyota
 Auris,2017,14695,Automatic,53707,Hybrid,0,78.5,1.8,toyota
 Fiesta,2017,10000,Manual,21933,Petrol,145,62.8,1.0,ford
 Octavia,2016,9495,Manual,63233,Diesel,20,70.6,2.0,skoda
 Fiesta,2018,12495,Manual,16257,Petrol,145,62.8,1.0,ford
 2 Series,2018,15995,Manual,28857,Diesel,150,54.3,1.5,bmw
 A3,2019,19930,Automatic,17102,Petrol,150,42.2,1.5,audi
 E Class,2016,16499,Semi-Auto,40930,Diesel,150,54.3,3.0,merc
 SLK,2007,6495,Automatic,69000,Petrol,325,32.1,1.8,merc
 I10,2018,8995,Manual,2442,Petrol,145,57.7,1.2,hyundi
 Fiesta,2018,11499,Manual,16891,Petrol,145,65.7,1.0,ford
 Yeti Outdoor,2017,13550,Automatic,21650,Petrol,150,51.4,1.2,skoda
 Tucson,2017,17999,Semi-Auto,23986,Diesel,125,57.6,1.7,hyundi
 Octavia,2015,10988,Manual,73887,Diesel,30,61.4,2.0,skoda
 1 Series,2017,15998,Semi-Auto,32317,Diesel,30,65.7,2.0,bmw
 Focus,2017,10750,Manual,21224,Petrol,150,60.1,1.0,ford
 Octavia,2019,20567,Manual,415,Diesel,145,68.9,1.6,skoda
 Fabia,2019,12995,Manual,7730,Petrol,150,50.4,1.0,skoda
 RAV4,2017,21395,Automatic,53569,Hybrid,20,55.4,2.5,toyota
 Tucson,2019,21690,Semi-Auto,6219,Diesel,145,47.1,1.6,hyundi
 Karoq,2019,24617,Automatic,6000,Petrol,145,40.9,1.5,skoda
 Kuga,2018,16698,Manual,3044,Petrol,145,39.2,1.5,ford
 E Class,2020,59990,Semi-Auto,1500,Petrol,145,31.7,3.0,merc
 A1,2018,13995,Semi-Auto,32000,Petrol,150,57.7,1.4,audi
 X1,2018,22470,Automatic,9365,Petrol,145,44.8,2.0,bmw
 Q3,2019,27200,Manual,4423,Diesel,150,40.9,2.0,audi
 A Class,2020,25559,Semi-Auto,1000,Petrol,145,53.3,1.3,merc
 Edge,2019,23995,Automatic,3000,Diesel,145,40.4,2.0,ford
 Focus,2016,8992,Manual,35646,Petrol,20,60.1,1.0,ford
 1 Series,2019,18995,Semi-Auto,5975,Petrol,145,55.5,1.5,bmw
 A3,2015,7500,Manual,101300,Diesel,20,68.9,2.0,audi
 Fabia,2019,13690,Semi-Auto,6970,Petrol,150,60.1,1.0,skoda
 Corolla,2019,17490,Manual,9000,Petrol,145,39.2,1.2,toyota
 GLB Class,2020,39950,Semi-Auto,637,Diesel,145,44.8,2.0,merc
 Focus,2017,11299,Manual,23624,Diesel,0,74.3,1.5,ford
 Focus,2019,17999,Manual,4432,Petrol,145,60.1,1.0,ford
 3 Series,2016,17698,Semi-Auto,36764,Diesel,145,54.3,3.0,bmw
 Superb,2019,23485,Semi-Auto,11978,Petrol,145,38.2,2.0,skoda
 A3,2019,31795,Semi-Auto,3036,Petrol,145,34.5,2.0,audi
 3 Series,2019,25780,Semi-Auto,9354,Petrol,145,45.6,2.0,bmw
 GLC Class,2018,28491,Automatic,11763,Diesel,145,56.5,2.1,merc
 Kuga,2019,16800,Manual,10786,Petrol,145,34.4,1.5,ford
 Fiesta,2016,11100,Automatic,11306,Petrol,0,57.7,1.0,ford
 C Class,2016,15199,Automatic,47360,Diesel,20,64.2,2.1,merc
 Q2,2019,24499,Manual,5606,Petrol,145,39.2,1.5,audi
 Aygo,2017,8590,Automatic,5381,Other,145,67.0,1.0,toyota
 Fiesta,2017,10299,Manual,10709,Petrol,145,64.2,1.1,ford
 Fiesta,2017,8250,Manual,18234,Petrol,145,65.7,1.0,ford
 X1,2012,5994,Manual,130000,Diesel,165,51.4,2.0,bmw
 Focus,2015,9498,Manual,24717,Petrol,20,60.1,1.0,ford
 Yeti,2011,5699,Manual,93579,Diesel,200,46.3,2.0,skoda
 Mondeo,2016,13995,Automatic,32217,Diesel,125,56.5,2.0,ford
 3 Series,2018,22800,Automatic,18627,Petrol,145,47.9,2.0,bmw
 Fiesta,2009,3989,Manual,88733,Petrol,150,49.6,1.4,ford
 Aygo,2018,7590,Manual,21421,Petrol,150,68.9,1.0,toyota
 Fiesta,2018,9650,Manual,29163,Petrol,145,65.7,1.0,ford
 Octavia,2019,12999,Manual,10348,Diesel,145,68.9,1.6,skoda
 A3,2017,25999,Manual,21349,Petrol,200,39.8,2.0,audi
 Q3,2019,25950,Manual,13542,Petrol,145,39.8,1.5,audi
 Octavia,2019,18950,Automatic,1347,Diesel,145,72.4,1.6,skoda
 Fiesta,2020,18495,Manual,65,Petrol,145,58.9,1.0,ford
 CLS Class,2013,12210,Automatic,54238,Diesel,145,54.3,2.1,merc
 Aygo,2017,7481,Manual,20053,Petrol,150,68.9,1.0,toyota
 Aygo,2018,10195,Manual,11377,Petrol,145,68.9,1.0,toyota
 Fiesta,2018,10799,Manual,12064,Petrol,145,65.7,1.0,ford
 I30,2013,5995,Manual,59382,Petrol,160,46.0,1.4,hyundi
 Fiesta,2018,11500,Manual,13820,Petrol,145,65.7,1.0,ford
 E Class,2009,4700,Automatic,133000,Diesel,330,34.9,3.0,merc
 Yaris,2015,7780,Manual,28023,Petrol,30,55.0,1.3,toyota
 GLC Class,2020,39990,Semi-Auto,3125,Diesel,145,40.9,2.0,merc
 Citigo,2018,8695,Manual,12952,Petrol,145,64.2,1.0,skoda
 A1,2019,20726,Automatic,3221,Petrol,145,47.1,1.0,audi
 A Class,2014,10775,Automatic,57456,Diesel,20,68.9,2.1,merc
 E Class,2019,39491,Automatic,4701,Petrol,145,32.1,3.0,merc
 A4,2019,24750,Automatic,4500,Diesel,145,50.4,2.0,audi
 GLE Class,2018,43980,Semi-Auto,7719,Diesel,145,36.7,3.0,merc
 1 Series,2019,28000,Automatic,123,Diesel,145,51.4,2.0,bmw
 A Class,2017,16979,Manual,11811,Diesel,20,68.9,1.5,merc
 2 Series,2015,12400,Automatic,20452,Diesel,20,68.9,2.0,bmw
 Yaris,2018,13480,Automatic,10403,Hybrid,135,76.3,1.5,toyota
 Santa Fe,2019,36995,Automatic,100,Diesel,145,39.8,2.2,hyundi
 I30,2017,11399,Manual,30067,Petrol,145,44.8,1.6,hyundi
 X1,2017,18198,Semi-Auto,23380,Diesel,125,60.1,2.0,bmw
 C-HR,2017,17998,Automatic,8001,Petrol,145,47.9,1.2,toyota
 Aygo,2019,10250,Manual,27,Petrol,145,57.7,1.0,toyota
 Aygo,2019,9598,Manual,11209,Petrol,145,57.7,1.0,toyota
 C Class,2020,31980,Semi-Auto,16,Diesel,145,64.2,2.0,merc
 Corolla,2019,21249,Automatic,10353,Hybrid,135,85.6,1.8,toyota
 A5,2015,20490,Automatic,52838,Petrol,260,35.8,3.0,audi
 Aygo,2014,5998,Manual,25127,Petrol,0,69.0,1.0,toyota
 C Class,2019,24680,Semi-Auto,10795,Petrol,145,45.6,1.5,merc
 X-CLASS,2018,21990,Automatic,53000,Diesel,260,35.8,2.3,merc
 Kuga,2019,20490,Automatic,7500,Petrol,145,31.0,1.5,ford
 Focus,2017,16400,Manual,25771,Diesel,20,67.3,2.0,ford
 E Class,2018,34199,Semi-Auto,413,Diesel,145,41.5,3.0,merc
 A Class,2017,15200,Semi-Auto,43741,Diesel,20,68.9,2.1,merc
 GLA Class,2017,20999,Semi-Auto,12501,Diesel,145,56.5,2.1,merc
 I10,2017,7000,Manual,8962,Petrol,145,60.1,1.0,hyundi
 B Class,2013,8200,Manual,54257,Diesel,30,61.4,1.5,merc
 A Class,2017,16995,Manual,35095,Diesel,30,62.8,2.1,merc
 E Class,2016,19999,Semi-Auto,27663,Diesel,30,65.7,2.0,merc
 Focus,2016,15998,Manual,26023,Diesel,20,67.3,2.0,ford
 GT86,2017,17249,Manual,10089,Petrol,145,36.2,2.0,toyota
 Yaris,2019,14995,Automatic,6173,Hybrid,135,76.3,1.5,toyota
 Kodiaq,2018,24695,Automatic,21343,Diesel,145,56.5,2.0,skoda
 C-HR,2018,22750,Automatic,17000,Hybrid,135,74.3,1.8,toyota
 Q3,2019,28950,Semi-Auto,6793,Petrol,145,38.2,1.5,audi
 GLC Class,2019,29980,Semi-Auto,28299,Diesel,145,56.5,2.1,merc
 Kuga,2015,10599,Manual,39329,Petrol,165,45.6,1.5,ford
 4 Series,2019,37450,Semi-Auto,10,Diesel,145,60.1,2.0,bmw
 Kuga,2017,15549,Manual,13786,Diesel,145,60.1,2.0,ford
 C Class,2019,23490,Automatic,16926,Petrol,145,45.6,1.5,merc
 Grand C-MAX,2017,12000,Manual,16509,Petrol,30,54.3,1.0,ford
 GLC Class,2017,24790,Semi-Auto,28894,Diesel,145,56.5,2.1,merc
 Kodiaq,2017,22990,Automatic,30272,Petrol,145,39.8,1.4,skoda
 Fabia,2017,9790,Manual,20267,Petrol,145,60.1,1.2,skoda
 Fiesta,2018,9991,Manual,10675,Petrol,150,64.2,1.1,ford
 Aygo,2016,5125,Manual,40630,Petrol,0,69.0,1.0,toyota
 I10,2019,9575,Manual,50,Petrol,145,60.1,1.0,hyundi
 Q2,2019,23000,Semi-Auto,1838,Diesel,145,46.3,1.6,audi
 E Class,2017,18298,Semi-Auto,53262,Diesel,30,65.7,2.0,merc
 X6,2019,52990,Semi-Auto,3086,Diesel,145,34.9,3.0,bmw
 RAV4,2017,21000,Automatic,7700,Hybrid,20,57.6,2.5,toyota
 X1,2014,9999,Automatic,74012,Diesel,160,52.3,2.0,bmw
 EcoSport,2016,7900,Manual,50848,Diesel,30,64.2,1.5,ford
 Q3,2016,21000,Semi-Auto,27425,Petrol,200,40.4,2.0,audi
 GLC Class,2018,59124,Semi-Auto,6982,Petrol,145,26.4,4.0,merc
 S Class,2019,63999,Automatic,618,Diesel,145,52.3,3.0,merc
 Focus,2019,17410,Manual,1714,Petrol,145,60.1,1.0,ford
 3 Series,2019,30962,Semi-Auto,3523,Diesel,145,48.7,2.0,bmw
 Yeti,2014,9000,Semi-Auto,38000,Petrol,160,44.8,1.2,skoda
 CL Class,2015,17498,Manual,15557,Petrol,125,50.4,1.6,merc
 Fiesta,2016,7499,Manual,27243,Petrol,125,54.3,1.2,ford
 Fiesta,2019,14320,Manual,9326,Petrol,145,58.9,1.0,ford
 Kuga,2017,15495,Manual,20530,Diesel,145,54.3,2.0,ford
 A3,2015,13700,Manual,41329,Diesel,20,68.9,1.6,audi
 Kodiaq,2018,17790,Manual,23780,Petrol,145,40.9,1.4,skoda
 Ioniq,2019,16498,Automatic,4004,Hybrid,135,78.5,1.6,hyundi
 Q5,2016,22450,Semi-Auto,27266,Diesel,200,47.1,2.0,audi
 X6,2019,66750,Semi-Auto,2519,Petrol,145,26.4,3.0,bmw
 Focus,2019,17295,Manual,4870,Petrol,150,58.9,1.0,ford
 5 Series,2019,32980,Semi-Auto,8188,Diesel,150,51.4,3.0,bmw
 A Class,2016,16299,Manual,20738,Diesel,20,68.9,1.5,merc
 C-MAX,2016,8995,Manual,56000,Diesel,20,68.9,1.5,ford
 B Class,2017,13995,Semi-Auto,27000,Diesel,145,68.9,2.1,merc
 A Class,2019,26490,Semi-Auto,12984,Petrol,150,53.3,1.3,merc
 2 Series,2019,20190,Manual,4648,Petrol,145,42.8,1.5,bmw
 Santa Fe,2017,19429,Semi-Auto,38452,Diesel,150,42.8,2.2,hyundi
 4 Series,2019,24995,Semi-Auto,1893,Diesel,145,60.1,2.0,bmw
 3 Series,2015,12300,Automatic,38998,Diesel,30,62.8,2.0,bmw
 X3,2015,22250,Automatic,37000,Diesel,200,47.9,3.0,bmw
 Fiesta,2018,10456,Manual,25000,Petrol,145,65.7,1.0,ford
 Yaris,2019,12490,Automatic,3491,Petrol,145,47.9,1.5,toyota
 Kuga,2017,14750,Manual,17444,Diesel,125,60.1,2.0,ford
 Focus,2016,15450,Manual,27000,Petrol,200,41.5,2.0,ford
 A3,2017,18995,Semi-Auto,19735,Petrol,30,57.6,1.4,audi
 2 Series,2015,19140,Semi-Auto,12117,Petrol,260,35.8,3.0,bmw
 5 Series,2019,36480,Automatic,6552,Diesel,145,53.3,3.0,bmw
 Tucson,2017,11699,Manual,22371,Petrol,160,44.8,1.6,hyundi
 8 Series,2019,59000,Semi-Auto,5923,Diesel,150,39.8,3.0,bmw
 X5,2019,69995,Semi-Auto,1606,Hybrid,135,188.3,3.0,bmw
 Focus,2017,10495,Manual,13000,Petrol,20,61.4,1.0,ford
 Fiesta,2018,13091,Manual,33937,Petrol,145,62.8,1.0,ford
 Aygo,2017,6500,Manual,20302,Petrol,145,69.0,1.0,toyota
 Q3,2019,25690,Automatic,5195,Diesel,145,48.7,2.0,audi
 Tucson,2017,21599,Manual,28964,Diesel,30,61.7,1.7,hyundi
 Yeti,2014,10299,Manual,22967,Petrol,160,46.3,1.2,skoda
 4 Series,2020,48155,Semi-Auto,10,Petrol,145,44.8,2.0,bmw
 I800,2018,16995,Automatic,32672,Diesel,145,28.0,2.5,hyundi
 Q3,2017,20950,Semi-Auto,28450,Petrol,145,47.9,1.4,audi
 Citigo,2017,7999,Manual,14100,Petrol,150,64.2,1.0,skoda
 EcoSport,2019,15985,Manual,5099,Petrol,145,51.4,1.0,ford
 Focus,2016,14000,Manual,35194,Petrol,205,41.5,2.0,ford
 Fabia,2017,9990,Manual,16052,Petrol,150,58.9,1.2,skoda
 Tucson,2015,11697,Manual,21904,Diesel,30,61.7,1.7,hyundi
 A3,2015,13599,Manual,43523,Petrol,20,60.1,1.4,audi
 A1,2017,11500,Manual,15421,Petrol,145,67.3,1.0,audi
 SL CLASS,2017,16292,Manual,30025,Petrol,160,43.5,2.0,merc
 E Class,2015,10000,Automatic,125160,Diesel,125,57.7,2.1,merc
 Kuga,2017,16700,Manual,9647,Diesel,145,60.1,2.0,ford
 KA,2017,7999,Manual,18000,Petrol,145,57.7,0.0,ford
 S Class,2019,44980,Automatic,12007,Diesel,145,52.3,3.0,merc
 I10,2017,8495,Manual,12583,Petrol,145,57.7,1.2,hyundi
 M2,2019,37990,Semi-Auto,19548,Petrol,145,29.1,3.0,bmw
 Fiesta,2018,14998,Manual,19772,Petrol,145,62.8,1.0,ford
 Q5,2019,34995,Automatic,6400,Diesel,145,38.2,2.0,audi
 I20,2017,8995,Manual,18916,Petrol,145,58.9,1.2,hyundi
 1 Series,2013,6990,Manual,84000,Diesel,20,68.9,2.0,bmw
 5 Series,2016,19999,Automatic,22312,Diesel,160,51.4,3.0,bmw
 I30,2017,9499,Manual,37069,Diesel,145,74.3,1.6,hyundi
 Tucson,2016,12195,Manual,34020,Diesel,30,61.7,1.7,hyundi
 Karoq,2019,21595,Automatic,5595,Diesel,145,47.1,1.6,skoda
 1 Series,2019,17980,Manual,6756,Diesel,145,65.7,2.0,bmw
 3 Series,2018,18000,Manual,45344,Diesel,145,64.2,2.0,bmw
 A Class,2017,15892,Manual,29785,Diesel,145,68.9,1.5,merc
 E Class,2018,34749,Automatic,12458,Diesel,145,41.5,3.0,merc
 A6,2019,28750,Automatic,5500,Diesel,145,50.4,2.0,audi
 Kuga,2019,19500,Manual,9386,Diesel,145,47.9,2.0,ford
 I10,2017,9680,Automatic,10913,Petrol,145,47.9,1.2,hyundi
 GL Class,2017,16995,Manual,14602,Diesel,20,67.3,2.1,merc
 3 Series,2019,21444,Semi-Auto,6329,Diesel,145,55.4,2.0,bmw
 Kodiaq,2018,26490,Automatic,15451,Petrol,150,38.2,2.0,skoda
 Aygo,2016,7995,Manual,10439,Petrol,0,69.0,1.0,toyota
 2 Series,2020,36771,Semi-Auto,485,Petrol,145,36.2,2.0,bmw
 V Class,2019,39500,Automatic,1250,Diesel,145,44.8,2.2,merc
 C Class,2019,19799,Semi-Auto,14262,Petrol,145,46.3,1.5,merc
 Fiesta,2016,9049,Manual,23813,Petrol,20,62.8,1.0,ford
 C Class,2017,14420,Manual,33273,Diesel,20,65.7,2.1,merc
 RAV4,2016,16700,Automatic,63016,Hybrid,20,57.6,2.5,toyota
 A3,2019,21995,Manual,10,Diesel,145,54.3,1.6,audi
 Fiesta,2012,5295,Automatic,78500,Petrol,165,42.8,1.4,ford
 5 Series,2019,42400,Semi-Auto,101,Petrol,145,50.4,2.0,bmw
 GLA Class,2017,18812,Semi-Auto,39000,Diesel,145,64.2,2.1,merc
 I800,2019,19995,Manual,11872,Diesel,145,31.7,2.5,hyundi
 i3,2017,18995,Automatic,33021,Hybrid,0,470.8,0.0,bmw
 Fiesta,2018,11698,Manual,5620,Petrol,145,65.7,1.0,ford
 A5,2020,27900,Semi-Auto,5000,Petrol,145,40.4,2.0,audi
 A Class,2016,18699,Automatic,13118,Diesel,125,58.9,2.1,merc
 C Class,2019,30799,Automatic,7264,Diesel,145,55.4,2.0,merc
 Focus,2017,11500,Manual,41545,Petrol,145,51.4,1.5,ford
 GLB Class,2020,36995,Semi-Auto,1500,Diesel,145,44.8,2.0,merc
 A3,2019,23450,Semi-Auto,8585,Petrol,145,41.5,1.5,audi
 Focus,2016,9400,Manual,25998,Petrol,20,61.4,1.0,ford
 X5,2016,36995,Automatic,36631,Diesel,235,42.8,3.0,bmw
 E Class,2020,35438,Automatic,3500,Diesel,145,42.8,2.0,merc
 EcoSport,2017,7999,Manual,49391,Petrol,145,53.3,1.0,ford
 Fabia,2019,12290,Automatic,14104,Petrol,145,60.1,1.0,skoda
 Yaris,2019,14290,Automatic,5896,Petrol,145,47.9,1.5,toyota
 Q5,2017,35422,Automatic,42683,Petrol,145,34.0,3.0,audi
 1 Series,2013,8999,Manual,57000,Diesel,30,65.7,2.0,bmw
 C-HR,2018,24295,Automatic,6129,Hybrid,135,74.3,1.8,toyota
 RAV4,2016,22499,Automatic,18194,Hybrid,20,55.4,2.5,toyota
 M4,2019,46000,Semi-Auto,1921,Petrol,145,32.5,3.0,bmw
 A3,2014,9895,Manual,94410,Petrol,30,58.9,1.4,audi
 Focus,2019,18998,Manual,2494,Petrol,145,49.6,1.5,ford
 Auris,2017,14995,Automatic,35404,Hybrid,135,78.5,1.8,toyota
 Yaris,2016,13690,Manual,12444,Petrol,30,55.0,1.3,toyota
 1 Series,2016,13900,Manual,8411,Diesel,30,65.7,2.0,bmw
 Focus,2017,11100,Automatic,42500,Diesel,145,67.3,1.5,ford
 I10,2019,9770,Manual,17401,Petrol,145,57.6,1.2,hyundi
 Kuga,2014,14000,Manual,38621,Diesel,150,54.3,2.0,ford
 Yaris,2019,11990,Manual,10091,Petrol,145,47.9,1.5,toyota
 Octavia,2019,13690,Automatic,15406,Diesel,145,72.4,1.6,skoda
 Fiesta,2019,12490,Manual,2623,Petrol,145,48.7,1.1,ford
 Fiesta,2018,10298,Manual,18840,Petrol,145,65.7,1.0,ford
 Fabia,2017,8500,Manual,7150,Petrol,20,60.1,1.2,skoda
 V Class,2018,21996,Manual,32095,Diesel,145,46.3,2.1,merc
 A Class,2018,16396,Manual,16321,Petrol,145,51.4,1.6,merc
 1 Series,2016,16998,Manual,24311,Petrol,300,35.3,3.0,bmw
 2 Series,2020,20980,Semi-Auto,9,Petrol,145,50.4,1.5,bmw
 EcoSport,2017,14725,Manual,45126,Diesel,150,60.1,1.0,ford
 X1,2017,17998,Automatic,33358,Diesel,125,60.1,2.0,bmw
 Auris,2016,12695,Automatic,35358,Hybrid,0,78.5,1.8,toyota
 Octavia,2017,10495,Manual,28709,Petrol,145,54.3,1.4,skoda
 Q2,2019,24444,Automatic,6000,Petrol,145,42.2,1.5,audi
 Fiesta,2018,9495,Manual,17300,Petrol,145,64.2,1.1,ford
 Fiesta,2019,13120,Manual,5166,Petrol,145,58.9,1.0,ford
 SL CLASS,2016,18674,Automatic,12465,Diesel,30,70.6,2.1,merc
 C-HR,2017,13998,Manual,24612,Petrol,145,47.9,1.2,toyota
 C-MAX,2016,9698,Manual,36860,Diesel,20,68.9,1.5,ford
 EcoSport,2018,14600,Manual,3397,Petrol,150,54.3,1.0,ford
 5 Series,2020,26450,Semi-Auto,25,Diesel,145,65.7,2.0,bmw
 A1,2013,7000,Manual,76269,Diesel,0,74.3,1.6,audi
 Ioniq,2019,22891,Automatic,5500,Hybrid,135,78.5,1.6,hyundi
 Fiesta,2018,9520,Manual,8966,Petrol,145,64.2,1.1,ford
 Q5,2019,31290,Semi-Auto,11065,Diesel,145,38.2,2.0,audi
 Fiesta,2018,10491,Manual,15946,Petrol,145,65.7,1.0,ford
 A6,2020,52500,Semi-Auto,2000,Diesel,145,50.4,2.0,audi
 TT,2017,21000,Semi-Auto,25144,Petrol,200,42.8,2.0,audi
 Aygo,2015,6470,Manual,39026,Petrol,0,69.0,1.0,toyota
 2 Series,2019,19741,Manual,4500,Petrol,150,52.3,1.5,bmw
 i3,2017,21444,Automatic,22063,Hybrid,0,470.8,0.0,bmw
 Scala,2019,17925,Automatic,5860,Diesel,145,54.3,1.6,skoda
 A5,2017,19945,Semi-Auto,49287,Diesel,145,62.8,2.0,audi
 Kuga,2017,13000,Manual,38181,Petrol,165,45.6,1.5,ford
 Kamiq,2019,19995,Semi-Auto,2090,Petrol,150,44.1,1.5,skoda
 Focus,2017,13000,Manual,22997,Petrol,145,51.4,1.5,ford
 Ka+,2017,7500,Manual,36262,Petrol,145,57.7,1.2,ford
 S Class,2015,29029,Automatic,12687,Diesel,205,48.7,3.0,merc
 Focus,2015,8382,Automatic,34808,Petrol,160,44.8,1.6,ford
 Fabia,2018,8600,Manual,25217,Petrol,150,57.7,1.0,skoda
